0
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 5849, Loan Amount: Unknown, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2454, Loan Amount: 181.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3593, Loan Amount: 132.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5468, Loan Amount: 26.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2667, Loan Amount: 84.0, Credit History: Unknown, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 10139, Loan Amount: 260.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3887, Loan Amount: 162.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 4180, Loan Amount: 182.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3675, Loan Amount: 108.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 19484, Loan Amount: 600.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5923, Loan Amount: 211.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 5800, Loan Amount: 132.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 8799, Loan Amount: 258.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 4467, Loan Amount: 120.0, Credit History: Unknown, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3333, Loan Amount: 70.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3400, Loan Amount: 123.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2378, Loan Amount: 9.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3166, Loan Amount: 104.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3417, Loan Amount: 186.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5116, Loan Amount: 165.0, Credit History: 0.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 16666, Loan Amount: 275.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 6125, Loan Amount: 187.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6406, Loan Amount: 150.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3159, Loan Amount: 108.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Unknown, Married: Yes, Education: Graduate, Applicant Income: 3087, Loan Amount: 136.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3229, Loan Amount: 110.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 1782, Loan Amount: 107.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3182, Loan Amount: 161.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6540, Loan Amount: 205.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 1836, Loan Amount: 90.0, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 3166, Loan Amount: 36.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 1880, Loan Amount: 61.0, Credit History: Unknown, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2787, Loan Amount: 146.0, Credit History: 0.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4283, Loan Amount: 172.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2297, Loan Amount: 104.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Not Graduate, Applicant Income: 2165, Loan Amount: 70.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Unknown, Married: No, Education: Graduate, Applicant Income: 4750, Loan Amount: 94.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 2726, Loan Amount: 106.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3000, Loan Amount: 56.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 6000, Loan Amount: 205.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: N"
"Gender: Unknown, Married: No, Education: Graduate, Applicant Income: 9357, Loan Amount: 292.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3859, Loan Amount: 142.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 16120, Loan Amount: 260.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Not Graduate, Applicant Income: 3833, Loan Amount: 110.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 6383, Loan Amount: 187.0, Credit History: 1.0, Property Area: Rural, Loan Status: N"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 2987, Loan Amount: 88.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 9963, Loan Amount: 180.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5780, Loan Amount: 192.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 416, Loan Amount: 350.0, Credit History: Unknown, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2894, Loan Amount: 155.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 5703, Loan Amount: 128.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: No, Education: Graduate, Applicant Income: 3676, Loan Amount: 172.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: Yes, Education: Graduate, Applicant Income: 12000, Loan Amount: 496.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 2400, Loan Amount: Unknown, Credit History: 1.0, Property Area: Urban, Loan Status: N"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3400, Loan Amount: 173.0, Credit History: 1.0, Property Area: Semiurban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Not Graduate, Applicant Income: 3987, Loan Amount: 157.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 3232, Loan Amount: 108.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 2900, Loan Amount: 71.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 4106, Loan Amount: 40.0, Credit History: 1.0, Property Area: Rural, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 8072, Loan Amount: 253.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Male, Married: Yes, Education: Graduate, Applicant Income: 7583, Loan Amount: 187.0, Credit History: 1.0, Property Area: Urban, Loan Status: Y"
"Gender: Female, Married: No, Education: Graduate, Applicant Income: 4583, Loan Amount: 133.0, Credit History: 0.0, Property Area: Semiurban, Loan Status: N"
